VoteKit PreferenceProfile
Candidates
(Kelly Doyle:Kelly ),(Eric Zimmerman:Eric Z),(Mike DiNapoli:Mike D),(Bob Callahan:Bob Ca),(Kevin Goldsmith:Kevin ),(Michael Trimble:Michae),(Chloe Mason:Chloe ),(Bob Weinstein:Bob We),(Tony Morse:Tony M),(Raquel Coyote:Raquel),(Lisa Freeman:Lisa F),(Eli Arnold:Eli Ar),(Ciatta R Thompson:Ciatta),(Tony Schwartz:Tony S),(Olivia Clark:Olivia),(Chad Lykins:Chad L),(Andra Vltavin:Andra ),(Joseph (Joe) Alfone:Joseph),(Patrick Cashman:Patric),(Mitch Green:Mitch ),(Sarah Silkie:Sarah ),(Chris Henry:Chris ),(Ben Hufford:Ben Hu),(Brandon Farley:Brando),(L Christopher Regis:L Chri),(John Toran:John T),(Moses Ross:Moses ),(Stanley Penkin:Stanle),(John J Goldsmith:John J),(Lee Odell:Lee Od)
Max Ranking Length
6
Includes Voter Set
False
=,=,=,=,=,=,=,=,=,=
&,{'Stanle'},{'Bob Ca'},{'Olivia'},{'Eli Ar'},{'Eric Z'},{'Chad L'},&,1/1,&
&,{'Stanle'},{'Bob Ca'},{'Olivia'},{'Eric Z'},{'Lisa F'},{'Sarah '},&,1/1,&
&,{'Stanle'},{'Bob Ca'},{'Olivia'},{'Mike D'},{'Lisa F'},{'Kevin '},&,1/1,&
&,{'Stanle'},{'Bob Ca'},{'Sarah '},{'Moses '},{'Chris '},{'Mitch '},&,1/1,&
&,{'Stanle'},{'Bob Ca'},{'Tony M'},,,,&,1/1,&
&,{'Stanle'},{'Bob Ca'},,,,,&,1/1,&
&,{'Stanle'},{'Bob We'},{'Andra '},{'Mitch '},{'Olivia'},{'Bob Ca'},&,1/1,&
&,{'Stanle'},{'Bob We'},{'Ben Hu'},{'Chloe '},{'John T'},{'Olivia'},&,1/1,&
&,{'Stanle'},{'Bob We'},{'Ben Hu'},{'Eli Ar'},{'Raquel'},,&,1/1,&
&,{'Stanle'},{'Bob We'},{'Ben Hu'},{'Mike D'},{'Tony M'},{'Lisa F'},&,1/1,&
&,{'Stanle'},{'Bob We'},{'Ben Hu'},{'Olivia'},{'Sarah '},{'Lisa F'},&,1/1,&
&,{'Stanle'},{'Bob We'},{'Chad L'},{'Bob Ca'},{'Mike D'},{'Moses '},&,1/1,&
&,{'Stanle'},{'Bob We'},{'Chad L'},{'Olivia'},{'Bob Ca'},{'Eric Z'},&,2/1,&
&,{'Stanle'},{'Bob We'},{'Chad L'},,,,&,1/1,&
&,{'Stanle'},{'Bob We'},{'Chloe '},{'Olivia'},{'Moses '},{'Eric Z'},&,1/1,&
&,{'Stanle'},{'Bob We'},{'Eli Ar'},{'Ben Hu'},{'Eric Z'},{'Olivia'},&,2/1,&
&,{'Stanle'},{'Bob We'},{'Eli Ar'},{'Ben Hu'},{'L Chri'},{'Olivia'},&,1/1,&
&,{'Stanle'},{'Bob We'},{'Eli Ar'},{'Bob Ca'},{'Eric Z'},,&,1/1,&
&,{'Stanle'},{'Bob We'},{'Eli Ar'},{'Chad L'},{'Lisa F'},{'Sarah '},&,1/1,&
&,{'Stanle'},{'Bob We'},{'Eli Ar'},{'Chad L'},{'Olivia'},{'Moses '},&,1/1,&
&,{'Stanle'},{'Bob We'},{'Eli Ar'},{'John T'},{'Ben Hu'},{'Olivia'},&,1/1,&
&,{'Stanle'},{'Bob We'},{'Eli Ar'},{'Mitch '},{'Kevin '},{'Sarah '},&,1/1,&
&,{'Stanle'},{'Bob We'},{'Eli Ar'},{'Olivia'},{'Ben Hu'},{'Eric Z'},&,1/1,&
&,{'Stanle'},{'Bob We'},{'Eli Ar'},{'Olivia'},{'Ben Hu'},{'Tony M'},&,1/1,&
&,{'Stanle'},{'Bob We'},{'Eli Ar'},{'Olivia'},{'Eric Z'},{'John T'},&,1/1,&
&,{'Stanle'},{'Bob We'},{'Eli Ar'},{'Olivia'},{'Moses '},,&,1/1,&
&,{'Stanle'},{'Bob We'},{'Eli Ar'},{'Olivia'},,,&,2/1,&
&,{'Stanle'},{'Bob We'},{'Eli Ar'},{'Sarah '},{'Ben Hu'},{'Eric Z'},&,1/1,&
&,{'Stanle'},{'Bob We'},{'Eli Ar'},{'Tony M'},,,&,3/1,&
&,{'Stanle'},{'Bob We'},{'Eli Ar'},,,,&,4/1,&
&,{'Stanle'},{'Bob We'},{'Eric Z'},{'Ben Hu'},{'Eli Ar'},{'Bob Ca'},&,2/1,&
&,{'Stanle'},{'Bob We'},{'Eric Z'},{'Ben Hu'},{'Eli Ar'},,&,3/1,&
&,{'Stanle'},{'Bob We'},{'Eric Z'},{'Ben Hu'},,,&,1/1,&
&,{'Stanle'},{'Bob We'},{'Eric Z'},{'Eli Ar'},{'Bob Ca'},{'Lisa F'},&,2/1,&
&,{'Stanle'},{'Bob We'},{'Eric Z'},{'Eli Ar'},{'John T'},{'Olivia'},&,1/1,&
&,{'Stanle'},{'Bob We'},{'Eric Z'},{'Eli Ar'},{'Olivia'},{'Ben Hu'},&,1/1,&
&,{'Stanle'},{'Bob We'},{'Eric Z'},{'Eli Ar'},,,&,1/1,&
&,{'Stanle'},{'Bob We'},{'Eric Z'},{'Lisa F'},{'Bob Ca'},{'Olivia'},&,1/1,&
&,{'Stanle'},{'Bob We'},{'Eric Z'},{'Lisa F'},{'Raquel'},{'Olivia'},&,1/1,&
&,{'Stanle'},{'Bob We'},{'Eric Z'},{'Olivia'},{'Ben Hu'},{'Lisa F'},&,1/1,&
&,{'Stanle'},{'Bob We'},{'Eric Z'},{'Olivia'},{'Ben Hu'},,&,1/1,&
&,{'Stanle'},{'Bob We'},{'Eric Z'},{'Olivia'},{'Eli Ar'},,&,1/1,&
&,{'Stanle'},{'Bob We'},{'Eric Z'},{'Olivia'},{'Sarah '},{'Tony M'},&,1/1,&
&,{'Stanle'},{'Bob We'},{'Eric Z'},{'Raquel'},{'Chad L'},{'Mitch '},&,1/1,&
&,{'Stanle'},{'Bob We'},{'Eric Z'},{'Tony M'},{'Olivia'},,&,1/1,&
&,{'Stanle'},{'Bob We'},{'Eric Z'},,,,&,1/1,&
&,{'Stanle'},{'Bob We'},{'Eric Z'},,,,&,4/1,&
&,{'Stanle'},{'Bob We'},{'John J'},,,,&,1/1,&
&,{'Stanle'},{'Bob We'},{'John T'},{'Chloe '},{'Eli Ar'},{'Olivia'},&,1/1,&
&,{'Stanle'},{'Bob We'},{'John T'},{'Ciatta'},{'Chloe '},{'Eric Z'},&,1/1,&
&,{'Stanle'},{'Bob We'},{'John T'},{'Lisa F'},{'Kevin '},{'Chloe '},&,1/1,&
&,{'Stanle'},{'Bob We'},{'John T'},{'Olivia'},{'Eli Ar'},{'Eric Z'},&,3/1,&
&,{'Stanle'},{'Bob We'},{'John T'},{'Olivia'},{'Eli Ar'},{'L Chri'},&,1/1,&
&,{'Stanle'},{'Bob We'},{'John T'},,,,&,2/1,&
&,{'Stanle'},{'Bob We'},{'Joseph'},{'Eli Ar'},{'Chloe '},{'John T'},&,1/1,&
&,{'Stanle'},{'Bob We'},{'Kelly '},{'Eric Z'},{'Mitch '},{'Olivia'},&,1/1,&
&,{'Stanle'},{'Bob We'},{'Kevin '},{'Sarah '},{'Mitch '},{'Lisa F'},&,1/1,&
&,{'Stanle'},{'Bob We'},{'Lisa F'},{'Eric Z'},{'Olivia'},,&,1/1,&
&,{'Stanle'},{'Bob We'},{'Lisa F'},{'Tony M'},{'Mike D'},,&,1/1,&
&,{'Stanle'},{'Bob We'},{'Michae'},{'Raquel'},{'Tony S'},{'Joseph'},&,1/1,&
&,{'Stanle'},{'Bob We'},{'Mitch '},{'John T'},{'Sarah '},{'Tony M'},&,1/1,&
&,{'Stanle'},{'Bob We'},{'Mitch '},{'Kevin '},{'John T'},{'Sarah '},&,1/1,&
&,{'Stanle'},{'Bob We'},{'Mitch '},{'Lisa F'},,,&,1/1,&
&,{'Stanle'},{'Bob We'},{'Mitch '},{'Mike D'},{'Sarah '},{'Olivia'},&,1/1,&
&,{'Stanle'},{'Bob We'},{'Mitch '},{'Olivia'},{'Eric Z'},{'Sarah '},&,1/1,&
&,{'Stanle'},{'Bob We'},{'Mitch '},{'Olivia'},{'Sarah '},{'Chad L'},&,1/1,&
&,{'Stanle'},{'Bob We'},{'Mitch '},{'Sarah '},{'Chris '},{'Eli Ar'},&,1/1,&
&,{'Stanle'},{'Bob We'},{'Mitch '},,,,&,3/1,&
&,{'Stanle'},{'Bob We'},{'Moses '},{'Chad L'},{'Lisa F'},,&,1/1,&
&,{'Stanle'},{'Bob We'},{'Olivia'},{'Ben Hu'},{'Bob Ca'},{'Eli Ar'},&,1/1,&
&,{'Stanle'},{'Bob We'},{'Olivia'},{'Ben Hu'},{'Eric Z'},,&,1/1,&
&,{'Stanle'},{'Bob We'},{'Olivia'},{'Ben Hu'},,,&,1/1,&
&,{'Stanle'},{'Bob We'},{'Olivia'},{'Eli Ar'},{'Eric Z'},,&,3/1,&
&,{'Stanle'},{'Bob We'},{'Olivia'},{'Eric Z'},{'Bob Ca'},{'Chloe '},&,1/1,&
&,{'Stanle'},{'Bob We'},{'Olivia'},{'Eric Z'},{'Eli Ar'},{'John T'},&,1/1,&
&,{'Stanle'},{'Bob We'},{'Olivia'},{'Eric Z'},{'Eli Ar'},{'Sarah '},&,1/1,&
&,{'Stanle'},{'Bob We'},{'Olivia'},{'Eric Z'},{'Eli Ar'},,&,1/1,&
&,{'Stanle'},{'Bob We'},{'Olivia'},{'L Chri'},{'Sarah '},{'Chad L'},&,1/1,&
&,{'Stanle'},{'Bob We'},{'Olivia'},{'Sarah '},{'Chloe '},,&,1/1,&
&,{'Stanle'},{'Bob We'},{'Olivia'},{'Sarah '},{'Eric Z'},{'Mitch '},&,2/1,&
&,{'Stanle'},{'Bob We'},{'Olivia'},,,,&,5/1,&
&,{'Stanle'},{'Bob We'},{'Sarah '},{'Eric Z'},{'Tony M'},{'John T'},&,1/1,&
&,{'Stanle'},{'Bob We'},{'Sarah '},{'Mitch '},{'Olivia'},,&,1/1,&
&,{'Stanle'},{'Bob We'},{'Sarah '},{'Olivia'},{'Lisa F'},,&,2/1,&
&,{'Stanle'},{'Bob We'},{'Sarah '},{'Olivia'},{'Moses '},{'Eric Z'},&,1/1,&
&,{'Stanle'},{'Bob We'},{'Sarah '},{'Tony M'},,,&,1/1,&
&,{'Stanle'},{'Bob We'},{'Sarah '},,,,&,2/1,&
&,{'Stanle'},{'Bob We'},{'Tony M'},{'Eli Ar'},{'Mitch '},,&,1/1,&
&,{'Stanle'},{'Bob We'},{'Tony M'},{'Olivia'},{'Ben Hu'},{'Eric Z'},&,1/1,&
&,{'Stanle'},{'Bob We'},{'Tony M'},{'Sarah '},{'Kevin '},{'Chad L'},&,1/1,&
&,{'Stanle'},{'Bob We'},{'Tony S'},,,,&,1/1,&
&,{'Stanle'},{'Bob We'},,,,,&,1/1,&
&,{'Stanle'},{'Bob We'},,,,,&,10/1,&
&,{'Stanle'},{'Brando'},{'Eric Z'},{'Michae'},{'Joseph'},{'Mike D'},&,1/1,&
&,{'Stanle'},{'Brando'},{'Eric Z'},{'Tony M'},,,&,1/1,&
&,{'Stanle'},{'Brando'},{'Tony M'},{'Ben Hu'},{'Eric Z'},,&,1/1,&
&,{'Stanle'},{'Chad L'},{'Ben Hu'},{'John T'},,,&,1/1,&
&,{'Stanle'},{'Chad L'},{'Bob Ca'},{'Lisa F'},{'Sarah '},{'Olivia'},&,1/1,&
&,{'Stanle'},{'Chad L'},{'Bob We'},{'Bob Ca'},,,&,1/1,&
&,{'Stanle'},{'Chad L'},{'Bob We'},{'Mitch '},{'Sarah '},{'Chloe '},&,1/1,&
&,{'Stanle'},{'Chad L'},{'Eli Ar'},{'Tony M'},{'Olivia'},{'Ben Hu'},&,1/1,&
&,{'Stanle'},{'Chad L'},{'Eli Ar'},,,,&,2/1,&
&,{'Stanle'},{'Chad L'},{'Eric Z'},{'Ben Hu'},{'Mitch '},,&,2/1,&
&,{'Stanle'},{'Chad L'},{'Eric Z'},{'Lisa F'},{'Olivia'},{'Mitch '},&,1/1,&
&,{'Stanle'},{'Chad L'},{'Eric Z'},{'Olivia'},{'Eli Ar'},{'Sarah '},&,1/1,&
&,{'Stanle'},{'Chad L'},{'Eric Z'},{'Sarah '},{'Eli Ar'},{'Bob We'},&,1/1,&
&,{'Stanle'},{'Chad L'},{'John T'},{'Olivia'},{'Sarah '},{'Mike D'},&,2/1,&
&,{'Stanle'},{'Chad L'},{'Kelly '},,,,&,1/1,&
&,{'Stanle'},{'Chad L'},{'Lisa F'},{'Bob Ca'},{'Chloe '},{'Sarah '},&,1/1,&
&,{'Stanle'},{'Chad L'},{'Lisa F'},{'Eli Ar'},{'Chris '},{'Tony S'},&,2/1,&
&,{'Stanle'},{'Chad L'},{'Lisa F'},{'Mitch '},,,&,1/1,&
&,{'Stanle'},{'Chad L'},{'Lisa F'},{'Olivia'},{'Mitch '},{'Bob Ca'},&,1/1,&
&,{'Stanle'},{'Chad L'},{'Mitch '},{'Lisa F'},{'Sarah '},,&,1/1,&
&,{'Stanle'},{'Chad L'},{'Olivia'},{'Lisa F'},{'Eli Ar'},,&,1/1,&
&,{'Stanle'},{'Chad L'},{'Olivia'},{'Lisa F'},{'Moses '},{'Eric Z'},&,2/1,&
&,{'Stanle'},{'Chad L'},{'Olivia'},{'Mitch '},{'Eric Z'},{'Tony M'},&,1/1,&
&,{'Stanle'},{'Chad L'},{'Olivia'},{'Mitch '},{'Sarah '},{'Eric Z'},&,2/1,&
&,{'Stanle'},{'Chad L'},{'Olivia'},{'Sarah '},{'Chloe '},{'Bob We'},&,1/1,&
&,{'Stanle'},{'Chad L'},{'Olivia'},{'Sarah '},,,&,1/1,&
&,{'Stanle'},{'Chad L'},{'Raquel'},,,,&,1/1,&
&,{'Stanle'},{'Chad L'},{'Sarah '},{'Ben Hu'},,,&,1/1,&
&,{'Stanle'},{'Chad L'},{'Sarah '},{'Olivia'},{'Tony M'},{'Moses '},&,1/1,&
&,{'Stanle'},{'Chad L'},,,,,&,1/1,&
&,{'Stanle'},{'Chad L'},,,,,&,3/1,&
&,{'Stanle'},{'Chloe '},{'Bob We'},{'Eli Ar'},{'Olivia'},{'Mike D'},&,1/1,&
&,{'Stanle'},{'Chloe '},{'Bob We'},{'John T'},{'Olivia'},{'Eric Z'},&,1/1,&
&,{'Stanle'},{'Chloe '},{'Bob We'},{'Mitch '},{'Lisa F'},{'Brando'},&,1/1,&
&,{'Stanle'},{'Chloe '},{'John T'},{'Ciatta'},{'Olivia'},{'Ben Hu'},&,1/1,&
&,{'Stanle'},{'Chloe '},{'Mitch '},{'Lisa F'},{'Chad L'},{'Sarah '},&,1/1,&
&,{'Stanle'},{'Chloe '},{'Olivia'},{'John T'},{'Eric Z'},{'Sarah '},&,1/1,&
&,{'Stanle'},{'Chloe '},,,,,&,1/1,&
&,{'Stanle'},{'Chris '},{'Ben Hu'},{'Olivia'},{'Eli Ar'},{'Bob We'},&,1/1,&
&,{'Stanle'},{'Chris '},{'John T'},{'Lisa F'},{'Bob Ca'},{'Eric Z'},&,1/1,&
&,{'Stanle'},{'Chris '},{'Mitch '},{'Andra '},{'Lisa F'},{'Olivia'},&,1/1,&
&,{'Stanle'},{'Chris '},{'Sarah '},{'Eric Z'},{'Bob We'},,&,2/1,&
&,{'Stanle'},{'Ciatta'},{'Ben Hu'},,,,&,1/1,&
&,{'Stanle'},{'Ciatta'},{'Bob We'},{'Mitch '},{'Mike D'},,&,1/1,&
&,{'Stanle'},{'Ciatta'},{'Chad L'},{'Eli Ar'},{'Mitch '},{'Tony M'},&,1/1,&
&,{'Stanle'},{'Ciatta'},{'Eli Ar'},{'Olivia'},{'Mitch '},{'Eric Z'},&,1/1,&
&,{'Stanle'},{'Ciatta'},{'John J'},{'Olivia'},{'Tony M'},{'Joseph'},&,1/1,&
&,{'Stanle'},{'Ciatta'},{'Sarah '},{'Moses '},{'Bob We'},{'Lisa F'},&,1/1,&
&,{'Stanle'},{'Ciatta'},,,,,&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Ben Hu'},{'Bob We'},{'Olivia'},,&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Ben Hu'},{'Bob We'},,,&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Ben Hu'},{'Eric Z'},{'Olivia'},{'Bob We'},&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Ben Hu'},{'Kevin '},{'Mitch '},{'Sarah '},&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Ben Hu'},{'Sarah '},{'Eric Z'},,&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Ben Hu'},{'Sarah '},,,&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Ben Hu'},,,,&,2/1,&
&,{'Stanle'},{'Eli Ar'},{'Bob We'},{'Ben Hu'},{'Eric Z'},,&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Bob We'},{'Chad L'},{'Olivia'},{'Moses '},&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Bob We'},{'Eric Z'},{'Olivia'},{'Mitch '},&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Bob We'},{'Eric Z'},{'Olivia'},{'Sarah '},&,2/1,&
&,{'Stanle'},{'Eli Ar'},{'Bob We'},{'Eric Z'},{'Olivia'},{'Tony M'},&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Bob We'},{'Eric Z'},{'Olivia'},,&,2/1,&
&,{'Stanle'},{'Eli Ar'},{'Bob We'},{'Eric Z'},{'Tony M'},{'Olivia'},&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Bob We'},{'Mitch '},{'Lisa F'},{'Moses '},&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Bob We'},{'Olivia'},{'Eric Z'},{'Chad L'},&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Bob We'},{'Olivia'},{'Eric Z'},{'Sarah '},&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Bob We'},{'Olivia'},{'Lisa F'},,&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Bob We'},,,,&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Chad L'},{'Bob Ca'},{'Ben Hu'},{'Kelly '},&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Chad L'},{'Michae'},,,&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Chad L'},{'Olivia'},{'Eric Z'},{'Lisa F'},&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Ciatta'},,,,&,2/1,&
&,{'Stanle'},{'Eli Ar'},{'Eric Z'},{'Ben Hu'},{'Tony M'},,&,2/1,&
&,{'Stanle'},{'Eli Ar'},{'Eric Z'},{'Bob We'},{'John T'},{'Bob Ca'},&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Eric Z'},{'Bob We'},{'John T'},{'Olivia'},&,2/1,&
&,{'Stanle'},{'Eli Ar'},{'Eric Z'},{'Bob We'},,,&,2/1,&
&,{'Stanle'},{'Eli Ar'},{'Eric Z'},{'Chad L'},{'Olivia'},,&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Eric Z'},{'Lisa F'},{'Chloe '},{'Mitch '},&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Eric Z'},{'Olivia'},{'Bob We'},{'John T'},&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Eric Z'},{'Olivia'},{'John T'},{'Bob Ca'},&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Eric Z'},{'Olivia'},{'John T'},{'Bob We'},&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Eric Z'},{'Olivia'},,,&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Eric Z'},{'Sarah '},{'Bob We'},{'Olivia'},&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Eric Z'},{'Tony M'},{'Mitch '},{'Kevin '},&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Eric Z'},{'Tony M'},{'Olivia'},{'Ben Hu'},&,2/1,&
&,{'Stanle'},{'Eli Ar'},{'Eric Z'},,,,&,5/1,&
&,{'Stanle'},{'Eli Ar'},{'John T'},{'Ben Hu'},{'Bob We'},,&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'John T'},{'Ben Hu'},,,&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'John T'},{'Bob Ca'},{'Eric Z'},{'Bob We'},&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'John T'},{'Bob We'},{'Lisa F'},{'Ben Hu'},&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'John T'},{'Olivia'},{'Eric Z'},{'Ben Hu'},&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'John T'},{'Olivia'},{'Sarah '},{'Eric Z'},&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'John T'},{'Sarah '},{'Moses '},{'Eric Z'},&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'John T'},,,,&,3/1,&
&,{'Stanle'},{'Eli Ar'},{'Kevin '},{'Mitch '},{'Bob Ca'},{'Bob We'},&,2/1,&
&,{'Stanle'},{'Eli Ar'},{'Lisa F'},,,,&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Michae'},{'Olivia'},,,&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Mitch '},{'Bob We'},,,&,3/1,&
&,{'Stanle'},{'Eli Ar'},{'Mitch '},{'Kevin '},{'Ben Hu'},{'Eric Z'},&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Mitch '},{'Olivia'},{'Sarah '},{'Ciatta'},&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Moses '},,,,&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Olivia'},{'Ben Hu'},{'Moses '},{'Tony M'},&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Olivia'},{'Ben Hu'},,,&,3/1,&
&,{'Stanle'},{'Eli Ar'},{'Olivia'},{'Bob We'},{'Ben Hu'},{'Eric Z'},&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Olivia'},{'Bob We'},{'Eric Z'},{'Lisa F'},&,2/1,&
&,{'Stanle'},{'Eli Ar'},{'Olivia'},{'Bob We'},,,&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Olivia'},{'Ciatta'},{'Eric Z'},{'Bob We'},&,2/1,&
&,{'Stanle'},{'Eli Ar'},{'Olivia'},{'Ciatta'},,,&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Olivia'},{'Eric Z'},{'John T'},{'Bob We'},&,3/1,&
&,{'Stanle'},{'Eli Ar'},{'Olivia'},{'Eric Z'},{'John T'},{'Lisa F'},&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Olivia'},{'Eric Z'},{'Mitch '},{'Ciatta'},&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Olivia'},{'Eric Z'},{'Sarah '},{'Mitch '},&,2/1,&
&,{'Stanle'},{'Eli Ar'},{'Olivia'},{'Eric Z'},{'Bob We'},,&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Olivia'},{'Lisa F'},,,&,2/1,&
&,{'Stanle'},{'Eli Ar'},{'Olivia'},{'Sarah '},{'Chloe '},{'Andra '},&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Olivia'},{'Sarah '},{'Eric Z'},{'Chad L'},&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Olivia'},{'Sarah '},{'Eric Z'},,&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Olivia'},{'Sarah '},{'Eric Z'},,&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Olivia'},{'Tony M'},{'Eric Z'},,&,2/1,&
&,{'Stanle'},{'Eli Ar'},{'Olivia'},,,,&,7/1,&
&,{'Stanle'},{'Eli Ar'},{'Patric'},{'Bob We'},,,&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Sarah '},{'Ben Hu'},{'Bob Ca'},{'John T'},&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Sarah '},{'Ben Hu'},{'Bob We'},{'Chris '},&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Tony M'},{'Ben Hu'},{'Eric Z'},,&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Tony M'},{'Bob We'},{'Mitch '},{'Chad L'},&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Tony M'},{'Bob We'},{'Olivia'},{'Moses '},&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Tony M'},{'Bob We'},,,&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Tony M'},{'Chad L'},{'John T'},{'Olivia'},&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Tony M'},{'Chad L'},{'Olivia'},{'Bob We'},&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Tony M'},{'Chloe '},{'Ben Hu'},{'John T'},&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Tony M'},{'John T'},{'Brando'},{'Lisa F'},&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Tony M'},{'John T'},{'Chad L'},{'Bob Ca'},&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Tony M'},{'John T'},{'Eric Z'},,&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Tony M'},{'Mitch '},{'Bob We'},{'John T'},&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Tony M'},{'Mitch '},{'Olivia'},{'Sarah '},&,1/1,&
&,{'Stanle'},{'Eli Ar'},{'Tony M'},{'Olivia'},,,&,1/1,&
&,{'Stanle'},{'Eli Ar'},,,,,&,5/1,&
&,{'Stanle'},{'Eric Z'},{'Ben Hu'},{'Eli Ar'},{'Bob We'},{'Olivia'},&,1/1,&
&,{'Stanle'},{'Eric Z'},{'Ben Hu'},{'John T'},,,&,1/1,&
&,{'Stanle'},{'Eric Z'},{'Ben Hu'},{'Kevin '},{'Eli Ar'},,&,1/1,&
&,{'Stanle'},{'Eric Z'},{'Bob Ca'},{'Chloe '},{'Sarah '},{'Lee Od'},&,1/1,&
&,{'Stanle'},{'Eric Z'},{'Bob We'},{'Chad L'},{'Patric'},{'Eli Ar'},&,1/1,&
&,{'Stanle'},{'Eric Z'},{'Bob We'},{'Eli Ar'},{'Olivia'},,&,1/1,&
&,{'Stanle'},{'Eric Z'},{'Bob We'},{'Eli Ar'},{'Tony M'},{'Ben Hu'},&,2/1,&
&,{'Stanle'},{'Eric Z'},{'Bob We'},{'Tony M'},,,&,1/1,&
&,{'Stanle'},{'Eric Z'},{'Bob We'},,,,&,4/1,&
&,{'Stanle'},{'Eric Z'},{'Chad L'},{'Sarah '},,,&,1/1,&
&,{'Stanle'},{'Eric Z'},{'Chad L'},,,,&,1/1,&
&,{'Stanle'},{'Eric Z'},{'Chris '},{'Sarah '},{'Olivia'},{'Bob We'},&,1/1,&
&,{'Stanle'},{'Eric Z'},{'Ciatta'},{'Olivia'},{'Mitch '},{'Chad L'},&,1/1,&
&,{'Stanle'},{'Eric Z'},{'Eli Ar'},{'Ben Hu'},{'Bob We'},{'Tony M'},&,1/1,&
&,{'Stanle'},{'Eric Z'},{'Eli Ar'},{'Bob We'},{'John T'},{'Olivia'},&,1/1,&
&,{'Stanle'},{'Eric Z'},{'Eli Ar'},{'Bob We'},{'Olivia'},{'Moses '},&,1/1,&
&,{'Stanle'},{'Eric Z'},{'Eli Ar'},{'Chad L'},{'John T'},{'Ben Hu'},&,1/1,&
&,{'Stanle'},{'Eric Z'},{'Eli Ar'},{'Lisa F'},,,&,1/1,&
&,{'Stanle'},{'Eric Z'},{'Eli Ar'},{'Olivia'},{'Ben Hu'},{'Bob We'},&,3/1,&
